ID,Old ID,Name,Start,Stop,Direction,RAST,Subsystem,Subclass,Class,SuperClass
ACIAD_RS08005,ACIAD1736,accC,1744417,1745805,-,Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14),3-hydroxypropionate CO2 fixation cycles -- gjo; Fatty Acid Biosynthesis FASII; Biotin synthesis & utilization,CO2 fixation; Fatty acids; Biotin,"Carbohydrates; Fatty Acids, Lipids, and Isoprenoids; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism; Metabolism
ACIAD_RS08010,ACIAD1737,accB,1745822,1746244,-,"Biotin carboxyl carrier protein of acetyl-CoA carboxylase; acetyl-CoA carboxylase, biotin carboxyl carrier protein",Fatty Acid Biosynthesis FASII,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS08015,ACIAD1738,aroQ,1746272,1746721,-,3-dehydroquinate dehydratase II (EC 4.2.1.10),Chorismate Synthesis; 3-amino-5-hydroxybenzoic Acid Synthesis,Aromatic amino acids and derivatives; Biosynthesis of antimicrobial or antitumor compounds,Amino Acids and Derivatives; Secondary Metabolism,Metabolism; 
ACIAD_RS08020,ACIAD1740,,1747804,1748688,-,GTP cyclohydrolase I type 2 (EC 3.5.4.16),Folate Biosynthesis,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups",Metabolism
ACIAD_RS08025,ACIAD1741,,1748736,1749944,-,GTP-binding protein; Zinc-binding GTPase YciC,,,,
ACIAD_RS08030,ACIAD1742,,1750133,1750840,-,,,,,
ACIAD_RS08035,ACIAD1743,,1751010,1752011,-,Quinone oxidoreductase (EC 1.6.5.5); zinc-binding dehydrogenase,Quinone oxidoreductase family,,Respiration,Energy
ACIAD_RS08040,ACIAD1744,,1752232,1753650,-,Aspartate ammonia-lyase (EC 4.3.1.1),"Malate, citrate transporters",Uni- Sym- and Antiporters,Membrane Transport,Membrane Transport
ACIAD_RS08045,ACIAD1745,,1753787,1754677,+,Transcriptional regulator,,,,
ACIAD_RS08050,ACIAD1746,,1754767,1754967,+,hypothetical protein,,,,
ACIAD_RS08055,ACIAD1747,,1755162,1755623,+,"Transcriptional regulator, MarR family",,,,
ACIAD_RS08060,ACIAD1748,,1755694,1755951,-,Antitoxin to RelE-like translational repressor toxin; helix-turn-helix domain-containing protein,A new toxin - antitoxin system,Programmed Cell Death and Toxin-antitoxin Systems,"Cell Cycle, Cell Division and Death",Cellular Processes
ACIAD_RS08065,ACIAD1749,cydB,1756089,1757093,-,Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-),Heme O and Heme A biosynthesis (with selected terminal oxidases); Cytochrome d ubiquinol oxidase operon,Biogenesis of respiratory chain components; Electron accepting reactions,Respiration; Respiration,Energy; Energy
ACIAD_RS08070,ACIAD1750,,1757096,1758523,-,Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-),Heme O and Heme A biosynthesis (with selected terminal oxidases); Cytochrome d ubiquinol oxidase operon,Biogenesis of respiratory chain components; Electron accepting reactions,Respiration; Respiration,Energy; Energy
ACIAD_RS08075,ACIAD1751,,1758661,1759101,-,,,,,
ACIAD_RS08080,ACIAD1753,mdcA,1759599,1761278,+,Malonate decarboxylase alpha subunit,Malonate decarboxylase,Carboxylic acids,Carbohydrates,Metabolism
ACIAD_RS08085,ACIAD1754,,1761278,1762180,+,Triphosphoribosyl-dephospho-CoA synthase (EC 2.4.2.52),Malonate decarboxylase; Citrate Metabolism 2,Carboxylic acids; Central Metabolism,Carbohydrates; Energy and Precursor Metabolites Generation,Metabolism; Energy
ACIAD_RS08090,ACIAD1755,,1762168,1762467,+,Malonate decarboxylase delta subunit,Malonate decarboxylase,Carboxylic acids,Carbohydrates,Metabolism
ACIAD_RS08095,ACIAD1756,mdcD,1762460,1763311,+,Malonate decarboxylase beta subunit,Malonate decarboxylase,Carboxylic acids,Carbohydrates,Metabolism
ACIAD_RS08100,ACIAD1757,mdcE,1763308,1764135,+,Malonate decarboxylase gamma subunit,Malonate decarboxylase,Carboxylic acids,Carbohydrates,Metabolism
ACIAD_RS08105,ACIAD1758,,1764126,1764734,+,Malonate decarboxylase holo-[acyl-carrier-protein] synthase (EC 2.7.7.66),Malonate decarboxylase,Carboxylic acids,Carbohydrates,Metabolism
ACIAD_RS08110,ACIAD1759,mdcH,1764747,1765673,+,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),Malonate decarboxylase; Fatty Acid Biosynthesis cluster; Fatty Acid Biosynthesis FASII; Fatty acid synthesis; Dehydrogenase complexes,Carboxylic acids; Fatty acids; Fatty acids; Fatty acids; Central Metabolism,"Carbohydrates; Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids; Energy and Precursor Metabolites Generation",Metabolism; Metabolism; Metabolism; Metabolism; Energy
ACIAD_RS08115,ACIAD1760,madL,1765721,1766134,+,"Malonate transporter, MadL subunit",Malonate decarboxylase,Carboxylic acids,Carbohydrates,Metabolism
ACIAD_RS08120,ACIAD1761,madM,1766127,1766894,+,"Malonate transporter, MadM subunit",Malonate decarboxylase,Carboxylic acids,Carbohydrates,Metabolism
ACIAD_RS08125,ACIAD1762,,1766935,1767855,-,Malonate utilization transcriptional regulator,Malonate decarboxylase,Carboxylic acids,Carbohydrates,Metabolism
ACIAD_RS08130,ACIAD1763,,1767893,1768801,-,Serine acetyltransferase (EC 2.3.1.30),Cysteine synthesis,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives,Metabolism
ACIAD_RS08135,ACIAD1764,,1769018,1771192,+,Ferrichrome-iron receptor; TonB-dependent siderophore receptor,Iron acquisition in Vibrio; Siderophore assembly kit,Siderophores,Iron acquisition and metabolism; Iron acquisition and metabolism,Metabolism; Metabolism
ACIAD_RS08140,ACIAD1765,urtA,1771665,1772951,+,"Urea ABC transporter, substrate binding protein UrtA",Urea carboxylase and Allophanate hydrolase cluster,"Arginine; urea cycle, creatine, polyamines",Amino Acids and Derivatives,Metabolism
ACIAD_RS08145,ACIAD1766,urtB,1773036,1774679,+,"Urea ABC transporter, permease protein UrtB",Urea carboxylase and Allophanate hydrolase cluster,"Arginine; urea cycle, creatine, polyamines",Amino Acids and Derivatives,Metabolism
ACIAD_RS08150,ACIAD1767,urtC,1774686,1775756,+,"Urea ABC transporter, permease protein UrtC",Urea carboxylase and Allophanate hydrolase cluster,"Arginine; urea cycle, creatine, polyamines",Amino Acids and Derivatives,Metabolism
ACIAD_RS08155,ACIAD1768,urtD,1775757,1776584,+,"Urea ABC transporter, ATPase protein UrtD",Urea carboxylase and Allophanate hydrolase cluster,"Arginine; urea cycle, creatine, polyamines",Amino Acids and Derivatives,Metabolism
ACIAD_RS08160,ACIAD1769,urtE,1776594,1777292,+,"Urea ABC transporter, ATPase protein UrtE",Urea carboxylase and Allophanate hydrolase cluster,"Arginine; urea cycle, creatine, polyamines",Amino Acids and Derivatives,Metabolism
ACIAD_RS08165,ACIAD1770,,1777608,1777790,+,hypothetical protein; putative membrane protein,,,,
ACIAD_RS08170,ACIAD1771,,1777821,1778144,+,hypothetical protein,,,,
ACIAD_RS08175,ACIAD1772,,1778317,1778754,-,,,,,
ACIAD_RS08180,ACIAD1773,,1779203,1780402,+,Uncharacterized MFS-type transporter,,,,
ACIAD_RS08185,ACIAD1774,otsA,1780468,1781904,-,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15)",,,,
ACIAD_RS08190,ACIAD1775,otsB,1781897,1782751,-,Trehalose-6-phosphate phosphatase (EC 3.1.3.12); trehalose-phosphatase,,,,
ACIAD_RS08195,ACIAD1776,,1783137,1783610,+,"Pyridoxamine 5'-phosphate oxidase family protein; general stress protein 26, putative",,,,
ACIAD_RS08200,ACIAD1778,,1784109,1784624,+,RNA polymerase ECF-type sigma factor,Cell division initiation related cluster,,"Cell Cycle, Cell Division and Death",Cellular Processes
ACIAD_RS08205,ACIAD1779,,1784618,1785559,+,Putative transmembrane sensor,,,,
ACIAD_RS08210,ACIAD1780,,1785641,1788112,+,Ferrichrome-iron receptor; TonB-dependent receptor,Iron acquisition in Vibrio; Iron acquisition in Vibrio,,Iron acquisition and metabolism; Iron acquisition and metabolism,Metabolism; Metabolism
ACIAD_RS08215,ACIAD1781,,1788246,1789061,+,Chromosome segregation ATPases,,,,
ACIAD_RS08220,ACIAD1782,ppk1,1789403,1791484,+,Polyphosphate kinase (EC 2.7.4.1),High affinity phosphate transporter and control of PHO regulon,,Phosphate Metabolism,Metabolism
ACIAD_RS08225,ACIAD1783,,1791699,1793105,+,"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)",One-carbon metabolism by tetrahydropterines; Acetyl-CoA Pathway Wood-Ljungdahl; Methylenetetrahydrofolate reductase; Sulfur metabolism related cluster,C-1 compound metabolism; CO2 fixation; CO2 fixation; ,Carbohydrates; Carbohydrates; Carbohydrates; Sulfur Metabolism,Metabolism; Metabolism; Metabolism; Metabolism
ACIAD_RS08230,ACIAD1784,,1793196,1793654,-,hypothetical protein; Integral membrane protein,,,,
ACIAD_RS08235,,,1793951,1794027,,,,,,
ACIAD_RS08240,ACIAD1786,,1794191,1794415,+,hypothetical protein,,,,
ACIAD_RS08245,ACIAD1787,,1794597,1794809,+,Cold shock protein; Cold shock protein of CSP family,Cold shock proteins of CSP family,Stress Response: Heat/cold shock,"Stress Response, Defense and Virulence","Stress Response, Defense, Virulence"
ACIAD_RS08250,ACIAD1788,,1794996,1797608,+,VgrG protein,Type VI secretion system,"Protein secretion system, Type VI",Membrane Transport,
ACIAD_RS08255,ACIAD1789,,1797605,1798288,+,hypothetical protein,,,,
ACIAD_RS08260,ACIAD1790,,1798278,1799639,+,hypothetical protein,,,,
ACIAD_RS08265,ACIAD1791,,1799607,1800766,-,Transposase,,,,
ACIAD_RS08275,ACIAD1794,,1800850,1802439,+,hypothetical protein,,,,
ACIAD_RS08280,ACIAD1795,,1802446,1803534,+,hypothetical protein,,,,
ACIAD_RS08285,ACIAD1796,,1803547,1804635,+,hypothetical protein,,,,
ACIAD_RS16985,,,1804648,1804791,+,hypothetical protein,,,,
ACIAD_RS08290,ACIAD1798,,1804946,1806739,+,Acyl transferase,,,,
ACIAD_RS08295,ACIAD1799,,1806881,1807084,+,hypothetical protein,,,,
ACIAD_RS08300,ACIAD1800,,1807210,1808064,-,Putative transport; formate/nitrite transporter family protein,,,,
ACIAD_RS08305,ACIAD1801,,1808407,1809738,+,,,,,
ACIAD_RS08310,ACIAD1802,,1809723,1810052,+,Transcriptional regulator,,,,
ACIAD_RS08315,ACIAD1803,,1810056,1810754,-,,,,,
ACIAD_RS08320,ACIAD1804,,1811060,1812223,-,Uncharacterized MFS-type transporter,,,,
ACIAD_RS08325,ACIAD1805,,1812442,1813371,+,Glyoxalase family protein,,,,
ACIAD_RS08330,ACIAD1806,,1813371,1813730,+,"Ferredoxin, 2Fe-2S; Rieske (2Fe-2S) domain-containing protein",Fe-S cluster assembly,Fe-S clusters,"Cofactors, Vitamins, Prosthetic Groups",Metabolism
ACIAD_RS08335,ACIAD1807,,1813741,1814901,+,Bll6428 protein,,,,
ACIAD_RS08340,ACIAD1808,,1814916,1816058,+,Uncharacterized oxidoreductase,,,,
ACIAD_RS08345,ACIAD1809,,1816129,1817106,+,Fumarylacetoacetate hydrolase family protein,Citrate Metabolism 2,Central Metabolism,Energy and Precursor Metabolites Generation,Energy
ACIAD_RS08350,ACIAD1811,,1817589,1818026,-,Transcriptional regulator,,,,
ACIAD_RS08355,ACIAD1812,,1818139,1818924,-,Cyclase family protein; Metal-dependent hydrolase,,,,
ACIAD_RS08360,ACIAD1813,,1818955,1819884,-,Protein involved in meta-pathway of phenol degradation,,,,
ACIAD_RS08365,ACIAD1814,,1820367,1821236,+,,,,,
ACIAD_RS08370,ACIAD1815,,1821361,1822713,+,benzoate MFS transporter BenK,,,,
ACIAD_RS08375,ACIAD1816,,1822769,1823287,-,Gamma-BHC dehydrochlorinase,,,,
ACIAD_RS08380,ACIAD1817,,1823583,1824239,+,benABC operon transcriptional activator BenR,,,,
ACIAD_RS08385,ACIAD1818,,1824526,1826163,+,3-methylmercaptopropionyl-CoA ligase of DmdB2 type (EC 6.2.1.44); Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),Bacterial pathways for dimethylsulfoniopropionate and acrylate catabolism; Fatty acid degradation; Biotin biosynthesis; Fatty acid metabolism cluster; Biotin synthesis & utilization,Fatty acids; Biotin; Fatty acids; Biotin,"Sulfur Metabolism; Fatty Acids, Lipids, and Isoprenoids; Cofactors, Vitamins, Prosthetic Groups; Fatty Acids, Lipids, and Isoprenoids; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism; Metabolism; Metabolism; Metabolism
ACIAD_RS08390,ACIAD1819,,1826187,1827290,+,Butyryl-CoA dehydrogenase (EC 1.3.8.1),Lysine fermentation; NADH-dependent reduced ferredoxin:NADP+ oxidoreductase; Fatty acid degradation,"Lysine, threonine, methionine, and cysteine; ; Fatty acids","Amino Acids and Derivatives; Respiration; Fatty Acids, Lipids, and Isoprenoids",Metabolism; Energy; Metabolism
ACIAD_RS08395,ACIAD1820,,1827314,1828090,+,Enoyl-CoA hydratase/isomerase family protein; Methylmalonyl-CoA decarboxylase (EC 4.1.1.41),,,,
ACIAD_RS08400,ACIAD1821,,1828090,1829238,+,"Acyl-CoA dehydrogenase, long-chain specific (EC 1.3.8.8); Acyl-CoA dehydrogenase family protein",Fatty acid degradation; Fatty acid metabolism cluster,Fatty acids; Fatty acids,"Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids",Metabolism; Metabolism
ACIAD_RS08405,ACIAD1822,,1829293,1830072,-,Transcriptional regulator IclR family; helix-turn-helix domain-containing protein,,,,
ACIAD_RS08410,ACIAD1824,,1830244,1830999,+,"Glucose 1-dehydrogenase (EC 1.1.1.47); Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)",D-gluconate and ketogluconates metabolism; Entner-Doudoroff Pathway; Putative oxidase COG2907,Monosaccharides; Central Metabolism; Fatty acids,"Carbohydrates; Energy and Precursor Metabolites Generation; Fatty Acids, Lipids, and Isoprenoids",Metabolism; Energy; Metabolism
ACIAD_RS08415,ACIAD1825,,1831163,1832056,+,Gluconolactonase family protein,,,,
ACIAD_RS08420,ACIAD1826,,1832066,1834171,+,"Acetyl-CoA synthetase (ADP-forming) alpha and beta chains, putative","Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate",Central Metabolism,Energy and Precursor Metabolites Generation,Energy
ACIAD_RS08425,ACIAD1827,,1834286,1834837,+,"4-hydroxyphenylacetate 3-monooxygenase, reductase component (EC 1.6.8.-)",Homoprotocatechuate degradative cluster,Metabolism of Aromatic Compounds,Secondary Metabolism,Metabolism
ACIAD_RS08430,ACIAD1828,,1834859,1836451,+,"Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)",Putative oxidase COG2907,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS08435,ACIAD1829,,1836465,1837568,+,Enoyl-CoA hydratase (EC 4.2.1.17); Enoyl-CoA hydratase/isomerase family protein,Lysine fermentation; NADH-dependent reduced ferredoxin:NADP+ oxidoreductase; Fatty acid degradation; Fatty acid metabolism cluster,"Lysine, threonine, methionine, and cysteine; ; Fatty acids; Fatty acids","Amino Acids and Derivatives; Respiration; Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids",Metabolism; Energy; Metabolism; Metabolism
ACIAD_RS08440,ACIAD1830,,1837793,1838863,+,,,,,
ACIAD_RS08445,ACIAD1831,,1839058,1839816,-,Putative cyanamide hydratase,,,,
ACIAD_RS08450,ACIAD1832,,1840028,1840264,-,,,,,
ACIAD_RS08455,ACIAD1834,,1840870,1841769,+,"Transcriptional regulator, AraC family",,,,
ACIAD_RS08460,ACIAD1835,,1841924,1842838,+,Dienelactone hydrolase and related enzymes,,,,
ACIAD_RS08465,ACIAD1836,,1843016,1844167,+,NADH-dependent flavin oxidoreductase,,,,
ACIAD_RS08470,ACIAD1838,,1844348,1845091,+,"Transcriptional regulator, AraC family",,,,
ACIAD_RS08475,ACIAD1839,,1845242,1846157,+,,,,,
ACIAD_RS08485,ACIAD1841,,1846495,1846911,+,hypothetical protein,,,,
ACIAD_RS08490,ACIAD1842,,1846915,1847328,+,hypothetical protein,,,,
ACIAD_RS08495,ACIAD1843,,1847589,1847783,-,hypothetical protein,,,,
ACIAD_RS08500,ACIAD1844,,1847896,1848144,+,hypothetical protein,,,,
ACIAD_RS08505,ACIAD1845,,1848146,1848571,+,hypothetical protein,,,,
ACIAD_RS08510,ACIAD1846,,1848786,1849100,-,hypothetical protein,,,,
ACIAD_RS08515,ACIAD1847,,1849100,1850257,-,Phage replication protein,,,,
ACIAD_RS08520,ACIAD1848,,1850257,1850529,-,hypothetical protein,,,,
ACIAD_RS08525,ACIAD1849,,1850597,1850794,+,hypothetical protein,,,,
ACIAD_RS08530,ACIAD1850,,1850856,1851110,+,hypothetical protein,,,,
ACIAD_RS08535,ACIAD1852,,1851833,1853137,-,Zona occludens toxin-like phage protein; hypothetical protein,Cholera toxin,Toxins and superantigens,"Stress Response, Defense and Virulence","Stress Response, Defense, Virulence"
ACIAD_RS08540,ACIAD1853,,1853134,1853412,-,Phage protein,,,,
ACIAD_RS08545,ACIAD1854,,1853415,1854824,-,hypothetical protein; erythrocyte membrane protein 1 (PfEMP1),,,,
ACIAD_RS08550,ACIAD1855,,1854952,1855221,-,hypothetical protein; putative membrane protein,,,,
ACIAD_RS08560,ACIAD1857,,1855832,1856146,-,hypothetical protein,,,,
ACIAD_RS08565,ACIAD1858,,1856146,1857303,-,Phage replication protein,,,,
ACIAD_RS08570,ACIAD1859,,1857303,1857575,-,hypothetical protein,,,,
ACIAD_RS08575,ACIAD1860,,1857643,1857840,+,hypothetical protein,,,,
ACIAD_RS08580,ACIAD1861,,1857902,1858156,+,hypothetical protein,,,,
ACIAD_RS08585,ACIAD1862,,1858368,1859210,-,hypothetical protein,,,,
ACIAD_RS08590,ACIAD1864,,1859557,1860123,+,"Transcriptional regulator, AcrR family",Multidrug resistance RND efflux system MexEFOprN,Multidrug efflux systems,Membrane Transport,Membrane Transport
ACIAD_RS08595,ACIAD1865,,1860447,1860755,+,"Transcriptional regulator, ArsR family",,,,
ACIAD_RS08600,ACIAD1866,sstT,1860954,1862153,+,Serine/threonine:Na+ symporter SstT,,,,
ACIAD_RS08605,ACIAD1867,,1862192,1862866,+,DUF1275 domain-containing protein; putative membrane protein,,,,
ACIAD_RS08610,ACIAD1868,,1862882,1863418,+,Nucleoprotein/polynucleotide-associated enzyme,,,,
ACIAD_RS08615,ACIAD1869,,1863540,1864820,+,Mechanosensitive ion channel; Miniconductance mechanosensitive channel YbdG,,,,
ACIAD_RS08620,ACIAD1870,,1864845,1866008,-,Nucleoside:H+ symporter:Major facilitator superfamily,,,,
ACIAD_RS08625,ACIAD1873,,1866476,1868323,+,"ABC transporter, ATP-binding protein; Efflux ABC transporter, permease/ATP-binding protein Atu2242","ABC transporters, broad classes; Efflux ABC transporter, fused permease and ATP-binding protein",ABC transporters; ABC transporters,Membrane Transport; Membrane Transport,Membrane Transport; Membrane Transport
ACIAD_RS08630,ACIAD1874,,1868323,1868769,+,Acyl dehydratase,,,,
ACIAD_RS08635,ACIAD1875,,1868872,1869897,+,"Transcriptional regulator, AraC family",,,,
ACIAD_RS08640,ACIAD1876,gcvH,1869968,1870342,+,Glycine cleavage system H protein,Photorespiration (oxidative C2 cycle); Lipoylated proteins; Glycine cleavage system,"CO2 fixation; Lipoic acid; Alanine, serine, and glycine","Carbohydrates; Cofactors, Vitamins, Prosthetic Groups; Amino Acids and Derivatives",Metabolism; Metabolism; Metabolism
ACIAD_RS08645,ACIAD1878,,1870386,1871441,-,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54); 3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54),Chorismate Synthesis,Aromatic amino acids and derivatives,Amino Acids and Derivatives,Metabolism
ACIAD_RS08650,ACIAD1879,,1871988,1873097,-,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284),Glutathione-dependent pathway of formaldehyde detoxification,,Metabolite damage and its repair or mitigation,Metabolism
ACIAD_RS08655,ACIAD1880,,1873119,1873394,-,FrmR: Negative transcriptional regulator of formaldehyde detoxification operon,Glutathione-dependent pathway of formaldehyde detoxification,,Metabolite damage and its repair or mitigation,Metabolism
ACIAD_RS08660,ACIAD1881,,1873639,1875201,+,"Phospholipase D family protein; Cardiolipin synthase phosphatidylethanolamine-utilizing, bacterial type ClsC",Cardiolipin biosynthesis,Phospholipids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS08665,ACIAD1882,,1875207,1875791,-,G:T/U mismatch-specific uracil/thymine DNA-glycosylase,"Gram-negative cluster; DNA repair, bacterial",Gram-Negative (Diderm) cell wall components; DNA repair,"Cell Envelope, Capsule and Slime layer; DNA Processing",Cell Envelope; DNA Processing
ACIAD_RS08670,ACIAD1883,,1875793,1876536,-,Short chain dehydrogenase family protein Rv0945,,,,
ACIAD_RS08675,ACIAD1884,,1876550,1877248,-,Phosphoglycerate mutase family protein,,,,
ACIAD_RS08680,ACIAD1885,,1877263,1878366,-,POSSIBLE ACYL-COA DEHYDROGENASE FADE36,,,,
ACIAD_RS08685,ACIAD1886,,1878395,1879636,-,Acyl-CoA dehydrogenase; Acyl-CoA dehydrogenase family protein,,,,
ACIAD_RS08690,ACIAD1887,,1879728,1880657,+,TRANSCRIPTIONAL REGULATOR (LYSR FAMILY),,,,
ACIAD_RS08695,ACIAD1888,,1880716,1881318,-,Nitroreductase family protein,,,,
ACIAD_RS08700,ACIAD1889,,1881450,1881941,-,hypothetical protein,,,,
ACIAD_RS08705,ACIAD1890,fumC,1882037,1883431,-,Fumarate hydratase class II (EC 4.2.1.2),3-hydroxypropionate CO2 fixation cycles -- gjo; TCA Cycle,CO2 fixation; Central Metabolism,Carbohydrates; Energy and Precursor Metabolites Generation,Metabolism; Energy
ACIAD_RS08710,ACIAD1891,,1883580,1884584,-,UDP-glucose 4-epimerase (EC 5.1.3.2),Galactose utilization,Di- and oligosaccharides,Carbohydrates,Metabolism
ACIAD_RS08715,ACIAD1892,tusD,1884656,1885024,+,tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusD,5-methylaminomethyl-2-thiouridine,RNA processing and modification,RNA Processing,RNA Processing
